{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:35:52.474731'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.761977'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.767445'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.780875'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.789833'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.797491'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.804120'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.813988'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.821117'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.853441'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.864397'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.879070'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.890009'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.892413'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.911113'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.933310'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.934317'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.941826'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:20.942907'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.007994'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.010560'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.072453'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.074668'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.158427'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.163241'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.166127'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.178886'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.244577'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.270714'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.280863'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.285013'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.294995'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.303324'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.315672'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.325544'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.328909'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.337298'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.359264'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.368127'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.372913'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.390298'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.412229'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.484985'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.494232'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.494232'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.518071'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.519074'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.529472'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.530914'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.565380'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.578538'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.582054'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.587631'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.611820'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.624040'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.628817'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.635724'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.648888'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.663710'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.685629'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.690201'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.700987'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.705809'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.709645'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.715661'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.730429'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.734737'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.736753'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.754174'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.774236'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.774236'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.782761'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.784811'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.933131'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.937496'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.941500'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.943507'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.963157'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.973141'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.978609'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:21.982158'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.012682'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.023405'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.026258'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.034909'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.051863'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.062079'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.079199'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.084654'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.091247'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.091247'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.124815'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.134103'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.136428'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.190176'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.206230'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.235549'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.246647'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.248942'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.255176'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.262473'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.278454'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.297138'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.300811'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.335575'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.374039'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.378279'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.383055'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.387058'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.405873'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.465556'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.477158'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.481525'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.486616'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.495123'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.515543'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.529617'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.536173'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.659051'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.676968'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.682904'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.689468'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.689468'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.712298'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.722672'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.727999'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.731434'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.788464'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.801901'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.816866'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.817875'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.822326'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.866637'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.927824'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.934292'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.939052'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.943680'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.983604'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.991452'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.993954'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:22.999901'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.025824'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.028243'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.030430'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.038730'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.099833'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.109321'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.111566'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.117178'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.136009'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.143646'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.148325'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.152429'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.168379'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.199523'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.209903'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.215012'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.220031'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.228176'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.244067'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.253105'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.257537'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.261190'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.281953'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.283999'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.289631'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.290822'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.312304'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.315229'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.321101'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.323721'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.342741'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.344746'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.349974'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.356735'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.379331'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.382856'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.385192'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.395876'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.410563'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.415228'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.447987'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.460391'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.467315'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.474712'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.493884'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.501523'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.506509'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.513597'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.535981'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.545976'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.550243'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.551251'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.594803'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.611318'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.620370'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.626371'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.651043'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.664767'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.675981'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.688978'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.702532'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.707828'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.724744'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.724744'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.729076'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.733594'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.752263'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.756809'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.773879'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.781846'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:46:23.781846'}
